Super Market Name,Address,State,Zip Code,Phone Number
Publix,"4870 S Apopka Vineland Rd Orlando,",FL,32819,(407) 909-8085
Publix,"3899 W Lake Mary Blvd Lake Mary,",FL,32746,(407) 321-9694
Publix,"455 W Town Pl Saint Augustine,",FL,32092,(904) 940-0671
Publix,"4849 S Military Trl Lake Worth,",FL,33463,(561) 304-2727
Publix,"3750 Roscommon Dr Ormond Beach,",FL,32174,(386) 615-6858
Publix,"9621 N Us Highway 1 Sebastian,",FL,32958,(772) 581-5755
Publix,"14444 Beach Blvd Jacksonville Beach,",FL,32250,(904) 223-0286
Publix,"81 Alafaya Woods Blvd Oviedo,",FL,32765,(407) 366-8119
Publix,"851 S State Road 434 Altamonte Springs,",FL,32714,(407) 522-1100
Publix,"2441 Sw 115th Ter Fort Lauderdale,",FL,33325,(954) 431-2094
Publix,"3480 Keith Bridge Rd Cumming,",GA,30041,(678) 455-0630
Publix,"11851 Palm Beach Blvd Fort Myers,",FL,33905,(478) 453-3228
Publix,"3101 Sw 34th Ave Ocala,",FL,34474,(352) 237-7186
Publix,"1001 S Federal Hwy Boca Raton,",FL,33432,(561) 417-2451
Publix,"3355 Claire Ln Jacksonville,",FL,32223,(904) 262-5415
Publix,"8743 N Wick Pl Tampa,",FL,33604,(813) 264-5590
Publix,"939 W Brandon Blvd Brandon,",FL,33511,(813) 684-6562
Publix,"28950 N Military Trl Palm Beach Gardens,",FL,33410,(561) 687-0492
Publix,"1501 Meeting Pl Orlando,",FL,32814,(407) 897-7373
Publix,"3870 Peachtree Industrial Blvd Duluth,",GA,30096,(770) 813-7465
Publix,"3483 Thomasville Rd Tallahassee,",FL,32309,(850) 893-0131
Publix,"125 Jenkins St Saint Augustine,",FL,32086,(904) 810-6823
Publix,"540 S Hunt Club Blvd Apopka,",FL,32703,(407) 862-5823
Publix,"1860 Sandy Plains Rd Marietta,",GA,30066,(770) 509-3991
Publix,"6767 Us Highway 98 N Lakeland,",FL,33809,(863) 858-4466
Publix,"855 E Bloomingdale Ave Brandon,",FL,33511,(813) 685-8859
Publix,"9715 Clint Moore Rd Boca Raton,",FL,33496,(561) 218-8545
Publix,"9100 Merrill Rd Jacksonville,",FL,32225,(904) 745-4264
Publix,"3535 Peachtree Rd Ne Atlanta,",GA,30326,(404) 848-0344
Publix,"6001 Argyle Forest Blvd Ste 45 Jacksonville,",FL,32244,(904) 908-5906
Publix,"1951 S Narcoossee Rd Saint Cloud,",FL,34771,(407) 892-0595
Publix,"2009 Calais Dr Miami Beach,",FL,33141,(888) 724-9267
Publix,"3775 W Woolbright Rd Boynton Beach,",FL,33436,(561) 734-4401
Publix,"6550 S Kanner Hwy Stuart,",FL,34997,(772) 221-8135
Publix,"4325 Atlanta Hwy Loganville,",GA,30052,(770) 466-5156
Publix,"963 Florida Pkwy Kissimmee,",FL,34743,(407) 348-8422
Publix,"1755 Lakewood Ranch Blvd Bradenton,",FL,34211,(941) 907-6600
Publix,"528 W Jefferson St Tallahassee,",FL,32301,(850) 222-8992
Publix,"4840 Golden Pkwy Buford,",GA,30518,(770) 614-7700
Publix,"5500 Abercorn St Savannah,",GA,31405,(912) 353-1260
Publix,"13820 Old Saint Augustine Rd Jacksonville,",FL,32258,(904) 262-5446
Publix,"51 E Paulding Dr Dallas,",GA,30157,(770) 505-5838
Publix,"808 Catherine Ave Daytona Beach,",FL,32117,(386) 677-3098
Publix,"207 Russell Pkwy Warner Robins,",GA,31088,(478) 329-5040
Publix,"9755 Nw 41st St Miami,",FL,33178,(863) 858-5779
Publix,"13800 Highway 9 N Alpharetta,",GA,30004,(770) 751-0312
Publix,"2551 E Pinetree Blvd Thomasville,",GA,31792,(406) 758-2511
Publix,"2440 Sand Mine Rd Davenport,",FL,33897,(863) 420-6691
Publix,"8221 Sw 162nd St Miami,",FL,33157,(888) 724-9267
Publix,"1451 Riverstone Pkwy Canton,",GA,30114,(770) 720-1001
Publix,"2340 Fortune Rd Kissimmee,",FL,34744,(407) 348-7686
Publix,"902 Curlew Rd Dunedin,",FL,34698,(727) 733-4173
Publix,"600 N University Dr Hollywood,",FL,33024,(954) 433-4408
Publix,"1290 Bruce B Downs Blvd Wesley Chapel,",FL,33544,(813) 994-4242
Publix,"3783 Seago Ln Fort Myers,",FL,33901,(423) 867-6147
Publix,"155 E 2nd Ave Hialeah,",FL,33010,(888) 724-9267
Publix,"2952 Aventura Blvd Miami,",FL,33180,(888) 724-9267
Publix,"1800 Crabtree Rd Tuscaloosa,",AL,35405,(205) 339-4388
Publix,"1125 Se Port St Lucie Blvd Port Saint Lucie,",FL,34952,(772) 335-7110
Publix,"5400 Sw College Rd Ocala,",FL,34474,(352) 873-1936
Publix,"3045 Panola Rd Lithonia,",GA,30038,(770) 322-1890
Publix,"8780 Se 165th Mulberry Ln The Villages,",FL,32162,(352) 751-0301
Publix,"4274 Washington Rd Evans,",GA,30809,(706) 650-5040
Publix,"2755 Sw 91st St Gainesville,",FL,32608,(352) 331-1037
Publix,"1255 Us Highway 1 Vero Beach,",FL,32960,(772) 778-1984
Publix,"2246 Winchester Rd Ne Winchester Plz Huntsville,",AL,35801,(603) 883-6112
Publix,"935 N Beneva Rd Sarasota,",FL,34232,(941) 377-7903
Publix,"2517 S Us Highway 1 Fort Pierce,",FL,34982,(772) 595-1700
Publix,"375 S Rosemary Ave West Palm Beach,",FL,33401,(561) 651-7787
Publix,"242 N Orlando Ave Maitland,",FL,32751,(407) 599-0202
Publix,"101 N Blairstone Rd Tallahassee,",FL,32301,(850) 219-6221
Publix,"6031 Cypress Gardens Blvd Winter Haven,",FL,33884,(863) 324-1182
Publix,"1411 Se 23rd Ave Cape Coral,",FL,33990,(435) 563-8028
Publix,"16130 Jog Rd Delray Beach,",FL,33446,(561) 381-4962
Publix,"3839 Pleasant Hill Rd Kissimmee,",FL,34746,(407) 343-7575
Publix,"8899 Hypoluxo Rd Lake Worth,",FL,33467,(561) 304-3465
Publix,"825 Rinehart Rd Lake Mary,",FL,32746,(407) 322-9985
Publix,"4567 Weston Rd Fort Lauderdale,",FL,33331,(954) 217-3067
Publix,"2295 Aloma Ave Winter Park,",FL,32792,(407) 671-4427
Publix,"6570 N State Road 7 Pompano Beach,",FL,33073,(954) 422-5481
Publix,"1720 E Silver Star Rd Ocoee,",FL,34761,(407) 522-1808
Publix,"1700 N Monroe St Tallahassee,",FL,32303,(850) 222-1975
Publix,"6030 14th St W Bradenton,",FL,34207,(941) 756-4886
Publix,"1921 S Alafaya Trl Orlando,",FL,32828,(407) 277-6608
Publix,"2303 Highview Rd Sw Atlanta,",GA,30311,(404) 724-0932
Publix,"4402 Curry Ford Rd Orlando,",FL,32812,(407) 282-7997
Publix,"831 Village Blvd West Palm Beach,",FL,33409,(561) 478-1313
Publix,"250 3rd St S Saint Petersburg,",FL,33701,(727) 822-1125
Publix,"19441 Sheridan St Fort Lauderdale,",FL,33332,(954) 434-1668
Publix,"800 Ocala Rd Tallahassee,",FL,32304,(850) 575-6469
Publix,"2412 Nw 52nd Ave Fort Lauderdale,",FL,33313,(954) 735-1640
Publix,"7334 N Tulip Tree Punta Gorda,",FL,33955,(941) 575-6369
Publix,"7780 Mcginnis Ferry Rd Suwanee,",GA,30024,(770) 622-0218
Publix,"110 Indian Lake Blvd Hendersonville,",TN,37075,(615) 264-1350
Publix,"10920 Baymeadows Rd Jacksonville,",FL,32256,(904) 538-3858
Publix,"6525 Calhoun Memorial Hwy Easley,",SC,29640,(864) 850-2276
Publix,"11175 Park Blvd Seminole,",FL,33772,(727) 392-1296
Publix,"8585 Collier Blvd Naples,",FL,34114,(479) 443-2968
Publix,"250 W Paces Ferry Rd Nw Atlanta,",GA,30305,(404) 848-1610
Publix,"3721 New Macland Rd Powder Springs,",GA,30127,(770) 222-2972
Publix,"930 New Hope Rd Lawrenceville,",GA,30045,(770) 682-2433
Publix,"14371 Spring Hill Dr Spring Hill,",FL,34609,(352) 666-2006
Publix,"1544 Piedmont Ave Ne Atlanta,",GA,30324,(404) 898-1850
Publix,"3991 Tanglewood Rd Snellville,",GA,30039,(770) 972-3771
Publix,"950 W Peachtree St Nw Atlanta,",GA,30309,(404) 253-3547
Publix,"415 21st St Vero Beach,",FL,32960,(772) 562-0391
Publix,"1109 S Park St Mcintosh Plz Carrollton,",GA,30112,(770) 214-3140
Publix,"21301 S Tamiami Trl Estero,",FL,33928,(480) 563-9335
Publix,"11502 N 53rd St Tampa,",FL,33617,(813) 985-9973
Publix,"2771 Monument Rd Jacksonville,",FL,32225,(904) 641-1451
Publix,"4851 Whitesburg Dr S Ste B Huntsville,",AL,35802,(602) 278-0228
Publix,"619 S Fort Harrison Ave Clearwater,",FL,33756,(727) 443-5700
Publix,"108 Pavilion Pkwy Fayetteville,",GA,30214,(770) 460-4100
Publix,"5550 Chamblee Dunwoody Rd Atlanta,",GA,30338,(678) 443-0644
Publix,"12500 W Sunrise Blvd Fort Lauderdale,",FL,33323,(954) 851-1006
Publix,"101437 Overseas Hwy Key Largo,",FL,33037,(860) 779-7563
Publix,"5600 W Sample Rd Pompano Beach,",FL,33073,(954) 977-2991
Publix,"788 Se Becker Rd Port Saint Lucie,",FL,34984,(772) 336-5186
Publix,"1515 S Dale Mabry Hwy Tampa,",FL,33629,(813) 265-3392
Publix,"3802 Murrell Rd Rockledge,",FL,32955,(321) 631-0526
Publix,"11400 San Jose Blvd Jacksonville,",FL,32223,(904) 262-5258
Publix,"3385 S Us Highway 17/92 Casselberry,",FL,32707,(407) 831-2323
Publix,"6850 Gulfport Blvd S Saint Petersburg,",FL,33707,(727) 345-9347
Publix,"10500 San Jose Blvd Jacksonville,",FL,32257,(904) 288-6450
Publix,"11600 Gladiolus Dr Fort Myers,",FL,33908,(423) 476-2941
Publix,"5566 Fort Caroline Rd Jacksonville,",FL,32277,(800) 242-1227
Publix,"12026 Anderson Rd Tampa,",FL,33625,(813) 960-4403
Publix,"250 Citrus Tower Blvd Clermont,",FL,34711,(352) 241-6676
Publix,"655 Fairview Rd Ste C Simpsonville,",SC,29680,(864) 228-2889
Publix,"4655 Gulf Blvd Saint Petersburg,",FL,33706,(727) 360-7091
Publix,"950 Blanding Blvd Orange Park,",FL,32065,(877) 932-7948
Publix,"13154 Us Highway 301 S Riverview,",FL,33578,(813) 741-0693
Publix,"12139 W Linebaugh Ave Tampa,",FL,33626,(813) 814-0737
Publix,"4200 Northlake Blvd Palm Beach Gardens,",FL,33410,(561) 625-9639
Publix,"501 S Vermont Ave Green Cove Springs,",FL,32043,(904) 529-1274
Publix,"7230 W Atlantic Blvd Pompano Beach,",FL,33063,(954) 979-2599
Publix,"4267 S Semoran Blvd Orlando,",FL,32822,(407) 277-8095
Publix,"14495 Vienna Rd Coker,",AL,35452,(205) 339-4232
Publix,"2300 S Chickasaw Trl Orlando,",FL,32825,(407) 277-9124
Publix,"2750 Sw Martin Downs Blvd Palm City,",FL,34990,(772) 781-3012
Publix,"2221 Sailors Ave Lot 24 Gainesville,",GA,30504,(770) 534-3436
Publix,"2153 E Main St Duncan,",SC,29334,(864) 486-4700
Publix,"5510 58th Way N Apt A206 Saint Petersburg,",FL,33709,(727) 546-7791
Publix,"1780 Ne Jensen Beach Blvd Jensen Beach,",FL,34957,(772) 334-5100
Publix,"580 Atlanta Rd Cumming,",GA,30040,(770) 781-2040
Publix,"1305 N University Dr Pompano Beach,",FL,33071,(954) 755-4921
Publix,"2300 Mcfarland Blvd Northport,",AL,35476,(205) 339-4232
Publix,"950 Blanding Blvd The Village Sh Ctr Fleming Island,",FL,32003,(877) 932-7948
Publix,"50 Barrett Pkwy Marietta,",GA,30066,(770) 419-4049
Publix,"10601 Us Highway 441 Leesburg,",FL,34788,(352) 365-6817
Publix,"8576 Touchton Rd E Jacksonville,",FL,32216,(904) 620-8344
Publix,"1660 Taylor Rd Port Orange,",FL,32128,(386) 756-6175
Publix,"3551 Blairstone Rd Tallahassee,",FL,32301,(850) 219-1301
Publix,"5265 S John Young Pkwy Orlando,",FL,32839,(407) 816-8335
Publix,"1001 Ponce De Leon Ave Ne Atlanta,",GA,30306,(404) 892-9229
Publix,"5584 Cortez Rd W Bradenton,",FL,34210,(941) 794-5705
Publix,"2451 Cumberland Pkwy Se Atlanta,",GA,30339,(770) 437-7000
Publix,"215 Pelham Rd Greenville,",SC,29615,(864) 370-8210
Publix,"20321 Summerlin Rd Fort Myers,",FL,33908,(423) 867-6147
Publix,"8028 Highway 100 Nashville,",TN,37221,(615) 673-2756
Publix,"120 Prominence Point Pkwy Canton,",GA,30114,(770) 720-4825
Publix,"2092 Timucua Trl Nokomis,",FL,34275,(941) 484-3346
Publix,"80 Seven Hills Blvd Dallas,",GA,30132,(770) 975-6791
Publix,"5127 Us Highway 19 New Port Richey,",FL,34652,(727) 845-3123
Publix,"160 Mariner Blvd Spring Hill,",FL,34609,(352) 688-2305
Publix,"15801 Sheridan St Fort Lauderdale,",FL,33331,(954) 442-6875
Publix,"411 S Cypress Rd Pompano Beach,",FL,33060,(954) 784-3284
Publix,"102 State Road 60 W Lake Wales,",FL,33853,(863) 676-0511
Publix,"7076 Atlanta Hwy Montgomery,",AL,36117,(334) 290-4501
Publix,"8700 N 50th St Apt 932 Tampa,",FL,33617,(813) 980-6634
Publix,"580 Atlanta Ave Vidalia,",GA,30474,(770) 781-2040
Publix,"1250 W Paces Ferry Rd Nw Atlanta,",GA,30327,(404) 848-1610
Publix,"7308 Manatee Ave W Bradenton,",FL,34209,(941) 792-1213
Publix,"110 Watercolor Way Santa Rosa Beach,",FL,32459,(850) 534-4565
Publix,"1323 S Central Ave Flagler Beach,",FL,32136,(386) 437-2426
Publix,"275 Perry Pkwy Perry,",GA,31069,(478) 218-7577
Publix,"23036 Panama City Beach Pkwy Panama City Beach,",FL,32413,(850) 233-4392
Publix,"4403 Towne Lake Pkwy Woodstock,",GA,30189,(770) 516-2040
Publix,"2246 Winchester Rd Ne Huntsville,",AL,35811,(603) 772-8886
Publix,"110 Altama Connector Brunswick,",GA,31525,(912) 261-4730
Publix,"8319 Nw 201st St Hialeah,",FL,33015,(877) 932-7948
Publix,"5371 Ehrlich Rd Tampa,",FL,33625,(813) 960-5545
Publix,"2655 Ne 35th St Ocala,",FL,34479,(352) 867-0433
Publix,"1005 44th Ave E Bradenton,",FL,34203,(941) 758-3780
Publix,"5800 N Orange Blossom Trl Orlando,",FL,32810,(407) 297-1477
Publix,"4760 W Hillsboro Blvd Pompano Beach,",FL,33073,(954) 422-5485
Publix,"600 Sawgrass Village Dr Ponte Vedra Beach,",FL,32082,(904) 285-5767
Publix,"12900 Trade Center Dr Bonita Springs,",FL,34135,(480) 575-0693
Publix,"5256 W State Road 46 Sanford,",FL,32771,(407) 302-8470
Publix,"15729 Pines Blvd Hollywood,",FL,33027,(954) 431-2261
Publix,"7290 55th Ave E Bradenton,",FL,34203,(941) 727-8412
Publix,"1981 Tamiami Trl N Naples,",FL,34102,(412) 823-3133
Publix,"2420 Santa Barbara Blvd Cape Coral,",FL,33914,(435) 563-9340
Publix,"4422 Hugh Howell Rd Tucker,",GA,30084,(770) 621-3180
Publix,"13650 Fiddlesticks Blvd Fort Myers,",FL,33912,(479) 238-1081
Publix,"890 S Military Trl West Palm Beach,",FL,33415,(561) 616-2563
Publix,"891 N Homestead Blvd Homestead,",FL,33030,(856) 456-3508
Publix,"14375 Miramar Pkwy Hollywood,",FL,33027,(954) 447-9385
Publix,"2613 Acacia Ct Fort Lauderdale,",FL,33301,(954) 728-8330
Publix,"1005 Cortez Rd W Bradenton,",FL,34207,(941) 755-6315
Publix,"3339 Nw 80th St Miami,",FL,33147,(877) 932-7948
Publix,"3015 Sw Pine Island Rd Cape Coral,",FL,33991,(412) 921-1276
Publix,"250 Eastgate Dr Aiken,",SC,29803,(803) 643-7970
Publix,"1910 S Conway Rd Orlando,",FL,32812,(407) 599-0210
Publix,"1720 N Unser St Mount Dora,",FL,32757,(352) 357-6948
Publix,"162 Seven Farms Dr Charleston,",SC,29492,(843) 388-1180
Publix,"8140 W Mcnab Rd Pompano Beach,",FL,33068,(954) 722-0599
Publix,"8101 W Sunrise Blvd Fort Lauderdale,",FL,33322,(954) 452-1362
Publix,"7333 Park Blvd Pinellas Park,",FL,33781,(727) 546-5866
Publix,"6790 Forest Hill Blvd West Palm Beach,",FL,33413,(561) 641-4500
Publix,"3450 E Silver Springs Blvd Ocala,",FL,34470,(352) 671-3770
Publix,"668 Sw 3rd St Miami,",FL,33130,(888) 422-1835
Publix,"108 Lakeshore Dr North Palm Beach,",FL,33408,(561) 624-0234
Publix,"4250 Natchez Ter North Port,",FL,34287,(941) 426-6672
Publix,"5607 Forest Creek Rd Lakeland,",FL,33810,(863) 859-5838
Publix,"10065 Cleary Blvd Fort Lauderdale,",FL,33324,(954) 473-4000
Publix,"6110 Cedarcrest Rd Nw Acworth,",GA,30101,(678) 439-3446
Publix,"1639 Bradley Park Dr Columbus,",GA,31904,(706) 571-3420
Publix,"16560 N Nebraska Ave Lutz,",FL,33549,(813) 264-5590
Publix,"4194 Indian Trce Sw Lilburn,",GA,30047,(770) 972-6357
Publix,"105 High Crest Rd Pelham,",AL,35124,(205) 620-0691
Publix,"23674 Us Highway 19 N Clearwater,",FL,33765,(727) 799-1110
Publix,"171 Village At Glynn Pl Brunswick,",GA,31525,(912) 261-4730
Publix,"1030 Old Peachtree Rd Nw Lawrenceville,",GA,30043,(678) 442-0831
Publix,"9100 S Us Highway 1 Port Saint Lucie,",FL,34952,(772) 337-1600
Publix,"8888 Lantana Rd Lake Worth,",FL,33467,(561) 432-9015
Publix,"9359 Sheridan St Hollywood,",FL,33024,(954) 432-1367
Publix,"Old Palm City Shopping Ctr Stuart,",FL,34994,(772) 232-4062
Publix,"5001 E State Road 64 Bradenton,",FL,34208,(941) 746-4722
Publix,"13250 Fiddlesticks Blvd Fort Myers,",FL,33912,(478) 934-6637
Publix,"10755 Nw 58th St Miami,",FL,33178,(863) 983-4844
Publix,"5050 Champion Blvd Boca Raton,",FL,33496,(561) 994-8350
Publix,"1400 Liberty Pike Franklin,",TN,37067,(615) 591-4061
Publix,"33343 Us Highway 19 N Palm Harbor,",FL,34684,(727) 789-1920
Publix,"2235 Glenwood Ave Se Atlanta,",GA,30316,(404) 373-3531
Publix,"7830 Highway 72 W Madison,",AL,35758,(605) 537-4220
Publix,"1333 Nw Saint Lucie West Blvd Port Saint Lucie,",FL,34986,(772) 340-7200
Publix,"4401 13th St Saint Cloud,",FL,34769,(407) 498-3070
Publix,"4495 Roosevelt Blvd Jacksonville,",FL,32210,(904) 388-0512
Publix,"15771 Sw St Hialeah,",FL,33010,(888) 724-9267
Publix,"7600 Schomburg Rd Columbus,",GA,31909,(706) 565-3266
Publix,"4851 Rice Mine Rd Ne Tuscaloosa,",AL,35406,(205) 247-7666
Publix,"7060 W Palmetto Park Rd Boca Raton,",FL,33433,(561) 447-6959
Publix,"33550 Centerville Hwy Snellville,",GA,30039,(770) 736-7800
Publix,"18409 Miramar Pkwy Hollywood,",FL,33029,(954) 447-3348
Publix,"3941 Tamiami Trl Punta Gorda,",FL,33950,(941) 637-5802
Publix,"200 Island Way Clearwater Beach,",FL,33767,(727) 441-2439
Publix,"500 Palm Springs Blvd Satellite Beach,",FL,32937,(321) 773-1019
Publix,"5475 Bethelview Rd Cumming,",GA,30040,(678) 455-1232
Publix,"1860 Barnett Shoals Rd Athens,",GA,30605,(706) 227-6265
Publix,"7037 Ridge Rd Port Richey,",FL,34668,(727) 844-3955
Publix,"55indiana Ave Englewood,",FL,34223,(941) 377-7903
Publix,"1616 Cape Coral Pkwy W Cape Coral,",FL,33914,(480) 496-0076
Publix,"12800 Ga Highway 144 Richmond Hill,",GA,31324,(912) 459-1171
Publix,"4935 Columbia Pike Spring Hill,",TN,37174,(615) 302-4074
Publix,"38115 Yale Cir Leesburg,",FL,34788,(352) 483-2299
Publix,"9200 Highway 119 Alabaster,",AL,35007,(205) 663-3881
Publix,"410 Doug Baker Blvd Birmingham,",AL,35242,(205) 981-7415
Publix,"411 The Pkwy Greer,",SC,29650,(864) 848-7820
Publix,"3045 New Tampa Hwy Lakeland,",FL,33815,(863) 686-7804
Publix,"610 S Duncan Ave Clearwater,",FL,33756,(727) 443-5700
Publix,"5715 Nw 7th St Miami,",FL,33126,(856) 768-9015
Publix,"1528 Ohio Ave S Live Oak,",FL,32064,(386) 362-7043
Publix,"2090 Baker Rd Nw Kennesaw,",GA,30144,(678) 331-8755
Publix,"7749 Normandy Blvd Jacksonville,",FL,32221,(904) 781-2509
Publix,"1000 Johnnie Dodds Blvd Mount Pleasant,",SC,29464,(843) 856-3000
Publix,"1500 S Douglas Rd Miami,",FL,33134,(860) 659-5844
Publix,"2855 Apalachee Pkwy Apt 80b Tallahassee,",FL,32301,(850) 219-1150
Publix,"1850 N Courtenay Pkwy Merritt Island,",FL,32953,(321) 986-6393
Publix,"2685 N Forest Ridge Blvd Hernando,",FL,34442,(352) 527-6554
Publix,"133 N Congress Ave Boynton Beach,",FL,33426,(561) 734-3020
Publix,"3620 Atlanta Hwy Athens,",GA,30606,(706) 208-3700
Publix,"4290 Bells Ferry Rd Nw Kennesaw,",GA,30144,(770) 516-0686
Publix,"12663 Tamiami Trl E Naples,",FL,34113,(479) 464-0912
Publix,"5375 N Socrum Loop Rd Lakeland,",FL,33809,(863) 853-1778
Publix,"2075 S Hairston Rd Decatur,",GA,30035,(770) 322-1609
Publix,"95 S Us Highway 1 Jupiter,",FL,33477,(561) 743-7400
Publix,"15544 Old Hickory Blvd Nashville,",TN,37211,(615) 331-4912
Publix,"120 Carillon Pkwy Saint Petersburg,",FL,33716,(727) 540-1660
Publix,"2750 Buford Hwy Duluth,",GA,30096,(770) 622-6750
Publix,"4255 Us Highway 1 S Saint Augustine,",FL,32086,(904) 794-1100
Publix,"1617 Bartow Rd Lakeland,",FL,33801,(863) 682-0131
Publix,"11782 E Dr Martin Luther King Jr Blvd Seffner,",FL,33584,(813) 684-6029
Publix,"132 Treymoor Dr Alabaster,",AL,35007,(205) 663-3881
Publix,"1851 N Us Highway 1 Fort Pierce,",FL,34946,(772) 429-5420
Publix,"7320 Broad River Rd Irmo,",SC,29063,(803) 407-0127
Publix,"6627 Boynton Beach Blvd Boynton Beach,",FL,33437,(561) 731-2070
Publix,"1339 W Palmetto Park Rd Boca Raton,",FL,33486,(561) 362-5311
Publix,"4075 Haverhill Rd N West Palm Beach,",FL,33417,(561) 683-0412
Publix,"9105 S Dadeland Blvd Miami,",FL,33156,(865) 525-9538
Publix,"1920 West Ave Miami Beach,",FL,33139,(860) 848-0210
Publix,"501 Gervais St Columbia,",SC,29201,(803) 255-4404
Publix,"1400 E Colonial Dr Orlando,",FL,32803,(407) 896-8154
Publix,"9510 Nw 24th Ave Miami,",FL,33147,(888) 724-9267
Publix,"4358 Coopers Creek Dr Se Smyrna,",GA,30082,(770) 434-6225
Publix,"15508 Stoneybrook West Pkwy Winter Garden,",FL,34787,(407) 654-6404
Publix,"11977 Southern Blvd West Palm Beach,",FL,33411,(561) 792-2106
Publix,"141 Marians Way Mcdonough,",GA,30253,(770) 898-6731
Publix,"13900 County Road 455 Clermont,",FL,34711,(407) 877-1565
Publix,"1021 Center Point Pl Franklin,",TN,37064,(615) 591-3476
Publix,"2915 Vineland Rd Kissimmee,",FL,34746,(407) 396-7525
Publix,"1910 Highway 20 Se Conyers,",GA,30013,(770) 918-2500
Publix,"1016 Cape Coral Pkwy E Cape Coral,",FL,33904,(425) 636-0440
Publix,"208 Saint James Ave Goose Creek,",SC,29445,(843) 569-7920
Publix,"8989 Okeechobee Blvd West Palm Beach,",FL,33411,(561) 792-2113
Publix,"24123 Peachland Blvd Port Charlotte,",FL,33954,(941) 627-5704
Publix,"4351 Railroad St Milton,",FL,32571,(850) 994-4816
Publix,"3642 Savannah Hwy Johns Island,",SC,29455,(843) 573-8780
Publix,"2465 Glades Cir Fort Lauderdale,",FL,33327,(954) 217-9471
Publix,"725 Grand Blvd Miramar Beach,",FL,32550,(850) 622-2326
Publix,"617 Us Highway 17 92 W Haines City,",FL,33844,(863) 419-0331
Publix,"2969 N Druid Hills Rd Ne Atlanta,",GA,30329,(404) 638-6022
Publix,"13015 Brown Bridge Rd Covington,",GA,30016,(678) 342-6939
Publix,"330 Country Landing Blvd Apopka,",FL,32703,(407) 682-4100
Publix,"11000 Pembroke Rd Hollywood,",FL,33025,(954) 441-7924
Publix,"7044 22nd Ave N Saint Petersburg,",FL,33710,(727) 384-2261
Publix,"3370 Sugarloaf Pkwy Lawrenceville,",GA,30044,(678) 376-3844
Publix,"4260 Northlake Blvd Palm Beach Gardens,",FL,33410,(561) 625-9632
Publix,"3400 N Federal Hwy Fort Lauderdale,",FL,33306,(954) 563-8996
Publix,"3255 Nw 44th St Apt 4 Fort Lauderdale,",FL,33309,(954) 748-0418
Publix,"3520 Merganser Ln Alpharetta,",GA,30022,(770) 640-6200
Publix,"130 S Peachtree Pkwy Peachtree City,",GA,30269,(770) 486-2020
Publix,"2650 Sw Martin Downs Blvd Palm City,",FL,34990,(772) 781-5189
Publix,"17680 Front Beach Rd Panama City Beach,",FL,32413,(850) 236-4420
Publix,"615 Cross St Unit 1116 Punta Gorda,",FL,33950,(941) 639-6884
Publix,"12803 Rhodine Rd Riverview,",FL,33579,(813) 741-0693
Publix,"127 S State Road 7 West Palm Beach,",FL,33414,(561) 615-1705
Publix,"800 Ocala Rd Ste 200 Tallahassee,",FL,32304,(850) 575-6469
Publix,"2111 Capital Cir Ne Tallahassee,",FL,32308,(850) 297-0430
Publix,"411 Green Springs Hwy Birmingham,",AL,35209,(847) 853-8001
Publix,"1910 Lake Worth Rd Lake Worth,",FL,33461,(561) 533-6885
Publix,"4370 Thomasson Dr Naples,",FL,34112,(479) 331-3333
Publix,"9420 Sw 56th St Miami,",FL,33165,(856) 983-2646
Publix,"3026 Zelda Rd Montgomery,",AL,36106,(334) 244-4481
Publix,"940 Ne Ocean Blvd Stuart,",FL,34996,(772) 334-0578
Publix,"7739 Bay Lake Rd Groveland,",FL,34736,(352) 429-2969
Publix,"2900 Delk Rd Se Marietta,",GA,30067,(770) 612-5150
Publix,"1538 S Federal Hwy Delray Beach,",FL,33483,(561) 272-1291
Publix,"4430 Wade Green Rd Nw Kennesaw,",GA,30144,(770) 419-4030
Publix,"36301 E Lake Rd Publix At Brooker Crk Palm Harbor,",FL,34685,(727) 785-5521
Publix,"12031 Us Highway 19 Hudson,",FL,34667,(727) 868-5282
Publix,"1325 W 68th St Apt 517 Hialeah,",FL,33014,(877) 932-7948
Publix,"240 State Rd 54 E Newnan,",GA,30264,(770) 486-2020
Publix,"2829 Misty Garden Cir Tallahassee,",FL,32303,(850) 222-1975
Publix,"243 Bayshore Blvd Tampa,",FL,33606,(813) 251-1173
Publix,"20425 Old Cutler Rd Miami,",FL,33189,(732) 269-0981
Publix,"5150 Old Springville Rd Pinson,",AL,35126,(205) 815-5224
Publix,"1230 W Pointe Villas Blvd Winter Garden,",FL,34787,(407) 654-6404
Publix,"885 Woodstock Rd Roswell,",GA,30075,(770) 552-4580
Publix,"2121 Collier Pkwy Land O Lakes,",FL,34639,(813) 948-9819
Publix,"30535 Us Highway 19 N Palm Harbor,",FL,34684,(727) 787-8802
Publix,"4870 Biscayne Blvd Miami,",FL,33137,(863) 676-2266
Publix,"10719 Indies Dr S Jacksonville,",FL,32246,(904) 620-0599
Publix,"2250 S Ferdon Blvd Crestview,",FL,32536,(850) 682-5635
Publix,"3760 Sixes Rd Canton,",GA,30114,(770) 345-8380
Publix,"2061 Experiment Station Rd Watkinsville,",GA,30677,(706) 769-2080
Publix,"2033 Riverside Ave Jacksonville,",FL,32204,(904) 381-8610
